ticker,company_name,status,sector,industry,last_date,last_close,pe_ratio,data_points,rising_7day,declining_7day,pct_1d,pct_3d,pct_5d,pct_21d,pct_63d,pct_252d,avg_1y,avg_2y,avg_5y,avg_max,cum_return_from_start_pct,ann_vol_pct,rsi,pct_from_52w_high,pct_from_52w_low,avg_volume_20d,volume_vs_avg,high_52w,low_52w
MMM,3M,ok,Industrials,Industrial Conglomerates,2026-07-06,157.76499938964844,,752,False,False,-1.6672918293769934,-2.560066814099493,-3.807691803152402,4.032315027548328,9.767368433568958,4.38145633480127,155.72396242666053,144.2064457244873,123.2579849222873,123.2579849222873,114.98328930273138,30.03407217135223,49.02817862511309,-8.77241108645169,12.309430123944285,3908803.75,-79.55704478640044,172.9356231689453,140.4735107421875
AOS,A. O. Smith,ok,Industrials,Building Products,2026-07-06,62.28499984741211,,752,False,False,-0.6935608495291734,-0.6935608495291734,0.9154222545923574,9.791997796580265,-2.6587135344402157,-6.600533180425128,67.17814931071612,68.91759132385253,70.79069490128376,70.79069490128376,-6.714270027023062,24.66568347070875,62.78418869030428,-22.15842655093277,11.661888150721168,1867017.85,-76.92807275516942,80.01508331298828,55.779998779296875
ABT,Abbott Laboratories,ok,Health Care,Health Care Equipment,2026-07-06,95.37000274658203,,752,False,False,-0.03144526081452215,5.102496133803802,1.3280917589490793,9.633297032534681,-6.709134011701345,-27.434015206866114,114.3395585443869,116.19290783691406,111.20542433921327,111.20542433921327,-5.520757059147552,21.602101101887857,68.27655702377018,-29.085517156871088,15.515995114821651,13927158.45,-65.29895874057496,134.48593139648438,82.55999755859375
ABBV,AbbVie,ok,Health Care,Biotechnology,2026-07-06,256.70001220703125,,752,False,False,-1.6738786511621306,2.010814190770893,1.3222838061218933,18.224108338032387,23.93680914889258,38.95824097653995,215.08530915400897,197.31996771240233,179.92106960174885,179.92106960174885,108.26385671901355,24.4606138576585,71.16144468304184,-1.6738786511621275,42.16556100160469,8757471.9,-76.21758854858558,261.07000732421875,180.5641326904297
ACN,Accenture,ok,Information Technology,IT Consulting & Other Services,2026-07-06,137.77999877929688,,752,False,False,0.3130634558961676,10.720022562014897,6.822765811178333,-22.346838490230347,-30.984740905869266,-53.80484413346001,227.1676290443694,278.2988306274414,290.47328307780816,290.47328307780816,-53.14039846658194,31.087473032302537,28.176195010911286,-54.18224784671204,10.720022562014886,12203961.9,-77.2136456768191,300.713134765625,124.44000244140625
ADBE,Adobe Inc.,ok,Information Technology,Application Software,2026-07-06,218.9499969482422,,752,False,False,-0.35044796476561,6.7944553631308136,8.000789997796943,-14.55276096913084,-9.867446649671274,-42.14865214097577,302.0343422452767,382.18819940185546,435.1807574820011,435.1807574820011,-54.50767872572485,34.60230123185152,64.30898750867209,-42.71923332407203,13.205104597770248,8800867.0,-73.53737989677607,382.239990234375,193.41000366210938
AMD,Advanced Micro Devices,ok,Information Technology,Semiconductors,2026-07-06,558.9199829101562,,752,False,False,7.937116180256787,-3.785438579293221,7.159010045793335,3.0229231712179505,156.97470478627875,303.49405549453536,256.3802389927594,192.92096012878417,175.46675524813062,175.46675524813062,392.52728795941334,56.81644492674426,56.97903882785412,-3.785438579293225,314.6290580539181,31557597.45,-40.99471916547943,580.9099731445312,134.8000030517578
AES,AES Corporation,ok,Utilities,Independent Power Producers & Energy Traders,2026-07-06,14.5649995803833,,752,False,False,-0.10288301372597397,-0.6480236563275232,-0.7157497979861649,-0.9857271066461393,3.108998620308223,37.59031991746298,13.854700662225365,13.241399684906005,14.067061444546313,14.067061444546313,-20.377835037464752,41.50769463237475,34.66660902249903,-14.672533237326371,38.336076804760516,7872315.5,-73.096733737361,17.06953239440918,10.528706550598145
AFL,Aflac,ok,Financials,Life & Health Insurance,2026-07-06,120.05999755859375,,752,False,False,-0.6783584657973907,2.396586403917911,-0.07490966803339605,4.855893064274008,9.233973398742034,18.451674830156463,109.29444025047272,105.85994775390625,96.10526170121862,96.10526170121862,83.85974390382395,19.705808869452856,56.51670413896576,-0.6783584657973944,25.008839548238115,2714093.85,-82.52908608889851,120.87999725341797,96.04120635986328
A,Agilent Technologies,ok,Health Care,Life Sciences Tools & Services,2026-07-06,131.05499267578125,,752,False,False,0.2792793844645036,-1.3363013858353034,-3.457776757644271,-4.4344395277856385,13.705462524103673,9.486700701015117,127.86446581228796,128.0350605621338,127.46597505123057,127.46597505123057,13.216560572524783,30.222432971772506,52.727147165513024,-16.13111123479973,19.38196956717604,2233589.3,-68.07443517033323,156.26174926757812,109.77787780761719
