ticker,company_name,status,sector,industry,last_date,last_close,pe_ratio,data_points,rising_7day,declining_7day,pct_1d,pct_3d,pct_5d,pct_21d,pct_63d,pct_252d,avg_1y,avg_2y,avg_5y,avg_max,cum_return_from_start_pct,ann_vol_pct,rsi,pct_from_52w_high,pct_from_52w_low,avg_volume_20d,volume_vs_avg,high_52w,low_52w
ADBE,Adobe Inc.,ok,Software,Technology,2026-07-01,210.97999572753906,,752.0,False,False,2.9070292317219915,4.06945206622884,7.330715707586433,-23.008430950123138,-13.20553145537071,-45.466296250837324,303.65805519951715,384.3259756688578,435.8905979115912,435.8905979115912,-56.51779653282921,34.52281877931021,34.44875220899762,-46.1922998104112,9.084324353834752,8790150.85,-33.46738753635837,392.1000061035156,193.41000366210938
AMD,Advanced Micro Devices,ok,Semiconductors,Technology,2026-07-01,540.8800048828125,,752.0,False,False,-6.890907388804502,3.7002927950831044,4.067421219387879,6.027875189788912,165.88016730888148,281.1698577502286,252.72714287894112,191.31780888834797,174.3404653630358,174.3404653630358,367.000523491612,56.59364967652694,63.23600132391376,-6.890907388804502,301.24628533957537,32116882.8,-13.582659398065866,580.9099731445312,134.8000030517578
ABNB,Airbnb,ok,Diversified Commercial Services,Consumer Discretionary,2026-07-01,147.30999755859375,,752.0,False,False,2.9419925055996776,1.202253386474239,2.015238078330839,6.847031823989247,16.65346767705598,11.311773942083004,130.10704382639082,130.67320730201752,134.68247355806068,134.68247355806068,11.303355319362351,35.127133861083195,72.8596680223239,0.0,32.06920956559443,3999820.2,-19.496281357847035,147.30999755859375,111.54000091552734
ALNY,Alnylam Pharmaceuticals,ok,Biotechnology,Health Care,2026-07-01,301.6700134277344,,752.0,False,False,0.2126082619781533,3.535030539573669,2.5879126478684844,2.0430972652170754,-8.825212959885064,-7.488724948450287,373.5881744869172,319.1521509786051,270.0906379172142,270.0906379172142,59.03316439722113,43.23965974690966,59.74269182882388,-38.587595643892506,8.47927555840343,1275147.1,-18.053219114877027,491.2200012207031,278.0899963378906
GOOGL,Alphabet Inc. (Class A),ok,Software,Technology,2026-07-01,361.2099914550781,,752.0,False,False,1.0745155973800768,7.060071659637335,4.610612098868505,-3.970628443563884,25.68707424047276,105.54981936872613,291.42945970807756,231.40671876702174,201.87946270881815,201.87946270881815,203.9306801145197,29.95675284964574,52.84016823980238,-10.231550171833112,107.75433370448215,39789599.05,-32.996859389061875,402.3796691894531,173.86399841308594
GOOG,Alphabet Inc. (Class C),ok,Software,Technology,2026-07-01,357.8900146484375,,752.0,False,False,1.2905862082099873,6.931791221069661,3.724207565872062,-3.884961001881926,24.836308120330752,102.32935113027781,291.1424502418155,232.05186802837477,202.70857490377225,202.70857490377225,199.4736444275564,29.656616812864684,52.59335381000476,-10.25826840440353,104.90522992899463,27124252.9,-28.678374769171977,398.79998779296875,174.66123962402344
AMZN,Amazon,ok,Catalog/Specialty Distribution,Consumer Discretionary,2026-07-01,241.6999969482422,,752.0,False,False,1.4097510539473834,3.8721021153905077,3.171551005369011,-7.486799389975529,16.05127574302432,10.169104161840114,231.6020635574583,215.98350616090326,196.08029275244854,196.08029275244854,85.60896535287033,31.254661137808405,52.72138534847061,-12.105892748226807,21.585595407886505,63555590.05,-17.07841755770152,274.989990234375,198.7899932861328
AEP,American Electric Power,ok,Electric Utilities,Utilities,2026-07-01,135.0500030517578,,752.0,False,False,-1.28645167622502,-2.624557881298084,0.06668370881266483,9.096051420109564,3.776926855195639,34.27792954390361,119.32809687417651,107.27359338585599,96.5553619607966,96.5553619607966,76.85800692973717,19.380871566342805,68.09101755437742,-2.624557881298087,34.928119740468816,5978767.35,-18.97080591369724,138.69000244140625,100.09033203125
AMGN,Amgen,ok,Biotechnology,Health Care,2026-07-01,361.3299865722656,,752.0,False,False,-0.21816208869278597,0.8372171217646551,2.8170600412064983,9.783362565475606,3.4698125755373788,33.30138544910288,321.5496525840154,304.3690669147142,288.5330889884462,288.5330889884462,76.0815033059355,26.07701654332181,69.54287320093889,-6.209151880029449,36.144186529453044,3215935.95,-39.338997096630614,385.25079345703125,265.4024353027344
ADI,Analog Devices,ok,Semiconductors,Technology,2026-07-01,388.9800109863281,,752.0,False,False,-2.062089826652136,0.5350100293675775,-5.85245243040421,-3.1400148077774026,22.601830356563156,65.61698744914489,299.007580227322,256.07305117907276,232.33914982004367,232.33914982004367,110.10829825030046,34.940877429200924,48.96015221127398,-12.682948416676322,78.63039765632423,5784682.05,-1.7294131144165448,445.4800109863281,217.75689697265625
